OrderID;OrderAmount;CustomerID;EmployeeID;OrderDate;RequiredDate;ShipDate;CourierWebsite;ShipVia;Shipped;PO;PaymentReceived
1101;982.65;33;9;36887;36893;36888;http://www.purolator.com;Purolator;SANT;0;SANT
1102;989.55;59;1;36887;36890;36889;http://www.fedex.com;FedEx;SANT;9101;SANT
1103;107.8;77;1;36887;36892;36890;Saknas;Pickup;SANT;0;SANT
1104;1199.13;77;6;36887;36889;36888;Saknas;Pickup;SANT;0;SANT
1105;161.7;30;3;36887;36893;36887;http://www.purolator.com;Purolator;SANT;9260;SANT
1106;2630.28;43;6;36887;36895;36894;http://www.purolator.com;Purolator;SANT;1788;SANT
1107;107.8;15;7;36887;36898;36887;http://www.usps.com;Parcel_Post;SANT;5569;SANT
1108;5219.55;30;3;36887;36899;36893;Saknas;Pickup;SANT;9023;SANT
1109;25.98;66;1;36888;36898;36890;http://www.usps.com;Parcel_Post;SANT;0;SANT
1110;161.7;7;1;36888;36888;36888;http://www.loomis.com;Loomis;SANT;0;SANT
1111;161.7;34;1;36888;36889;36888;http://www.loomis.com;Loomis;SANT;9864;SANT
1112;161.7;5;9;36889;36890;36889;http://www.loomis.com;Loomis;SANT;9695;SANT
1113;1664.7;40;7;36889;36896;36895;Saknas;Pickup;SANT;0;SANT
1114;161.7;62;6;36889;36894;36891;http://www.loomis.com;Loomis;SANT;3823;SANT
1115;9;5;9;36890;36892;36890;http://www.loomis.com;Loomis;SANT;1768;SANT
1116;1095.75;71;4;36890;36902;36892;http://www.ups.com;UPS;SANT;6749;SANT
1117;6539.4;32;4;36890;36895;36890;Saknas;Pickup;SANT;0;SANT
1118;49.5;20;6;36891;36895;36892;http://www.usps.com;Parcel_Post;SANT;2534;SANT
1119;35;13;7;36891;36896;36891;http://www.loomis.com;Loomis;SANT;9899;SANT
1120;74.9;64;3;36891;36894;36893;http://www.fedex.com;FedEx;SANT;5622;SANT
1121;851.77;53;9;36892;36894;36892;http://www.usps.com;Parcel_Post;SANT;0;SANT
1122;1025.4;12;6;36892;36902;36899;http://www.loomis.com;Loomis;SANT;3243;SANT
1123;5219.55;11;3;36893;36902;36893;Saknas;Pickup;SANT;0;SANT
1124;59.7;34;4;36893;36904;36900;http://www.purolator.com;Purolator;SANT;0;SANT
1125;75.42;36;9;36893;36899;36894;http://www.ups.com;UPS;SANT;0;SANT
1126;3842.55;65;9;36893;36900;36893;http://www.ups.com;UPS;SANT;0;SANT
1127;520.35;71;7;36893;36902;36901;Saknas;Pickup;SANT;1061;SANT
1128;65.7;55;3;36893;36895;36894;http://www.ups.com;UPS;SANT;5500;SANT
1129;2997.25;15;1;36893;36901;36893;http://www.usps.com;Parcel_Post;SANT;0;SANT
1130;23.5;10;1;36894;36896;36895;www.fedex.com;FedEx;SANT;6847;SANT
1131;357.41;68;6;36894;36902;36895;http://www.ups.com;UPS;SANT;8868;SANT
1132;38.98;33;7;36895;36908;36899;http://www.usps.com;Parcel_Post;SANT;0;SANT
1133;43.5;30;1;36895;36907;36901;http://www.usps.com;Parcel_Post;SANT;7474;SANT
1134;43.8;67;9;36896;36898;36897;Saknas;Pickup;SANT;1014;SANT
1135;2584.85;26;6;36896;36902;36898;http://www.loomis.com;Loomis;SANT;0;SANT
1136;3209.53;13;6;36896;36909;36896;Saknas;Pickup;SANT;1719;SANT
1137;6040.95;69;4;36896;36906;36896;http://www.purolator.com;Purolator;SANT;1489;SANT
1138;79.62;50;4;36896;36903;36901;http://www.usps.com;Parcel_Post;SANT;9121;SANT
1139;2654.56;71;6;36896;36904;36898;http://www.usps.com;Parcel_Post;SANT;7995;SANT
1140;27;52;1;36897;36906;36902;http://www.loomis.com;Loomis;SANT;6854;SANT
1141;21.6;67;9;36897;36899;36897;http://www.ups.com;UPS;SANT;0;SANT
1142;1127.42;45;7;36897;36897;36897;http://www.usps.com;Parcel_Post;SANT;0;SANT
1143;62.33;1;1;36897;36900;36899;http://www.fedex.com;FedEx;SANT;0;SANT
1144;1529.7;52;4;36897;36898;36897;http://www.fedex.com;FedEx;SANT;0;SANT
1145;27;2;9;36897;36909;36908;http://www.usps.com;Parcel_Post;SANT;0;SANT
1146;1071.06;50;7;36897;36903;36902;http://www.ups.com;UPS;SANT;6317;SANT
1147;1830.35;54;6;36897;36903;36901;http://www.purolator.com;Purolator;SANT;1641;SANT
1148;157.11;68;3;36898;36908;36903;Saknas;Pickup;SANT;0;SANT
1149;329.85;48;9;36898;36906;36901;http://www.usps.com;Parcel_Post;SANT;9744;SANT
1150;83.8;51;7;36899;36908;36900;Saknas;Pickup;SANT;0;SANT
1151;5879.7;14;3;36899;36899;36899;http://www.usps.com;Parcel_Post;SANT;0;SANT
1152;27;43;1;36900;36909;36901;http://www.purolator.com;Purolator;SANT;7417;SANT
1153;72;19;4;36900;36905;36900;Saknas;Pickup;SANT;0;SANT
1154;1709.72;26;1;36900;36903;36900;http://www.usps.com;Parcel_Post;SANT;7299;SANT
1155;5219.55;44;1;36901;36907;36903;http://www.fedex.com;FedEx;SANT;0;SANT
1156;3269.7;74;6;36901;36909;36906;http://www.ups.com;UPS;SANT;0;SANT
1157;31;17;4;36901;36906;36904;http://www.purolator.com;Purolator;SANT;9042;SANT
1158;9;39;1;36901;36907;36906;http://www.fedex.com;FedEx;SANT;0;SANT
1159;8910.95;43;3;36901;36913;36907;http://www.usps.com;Parcel_Post;SANT;1750;SANT
1160;5219.55;74;9;36902;36911;36904;http://www.ups.com;UPS;SANT;3421;SANT
1161;1799.7;6;9;36902;36909;36906;http://www.usps.com;Parcel_Post;SANT;0;SANT
1162;46.5;22;3;36903;36909;36906;http://www.loomis.com;Loomis;SANT;6952;SANT
1163;31;20;9;36903;36913;36912;http://www.fedex.com;FedEx;SANT;7318;SANT
1164;66.99;36;9;36903;36909;36908;http://www.fedex.com;FedEx;SANT;0;SANT
1165;3712.6;58;1;36903;36904;36903;http://www.usps.com;Parcel_Post;SANT;8882;SANT
1166;67.8;49;1;36903;36915;36913;http://www.usps.com;Parcel_Post;SANT;8014;SANT
1167;9353.3;26;6;36904;36916;36914;http://www.ups.com;UPS;SANT;6535;SANT
1168;659.7;65;1;36904;36917;36912;http://www.usps.com;Parcel_Post;SANT;0;SANT
1169;664;39;4;36905;36915;36908;http://www.ups.com;UPS;SANT;5068;SANT
1170;781.35;30;7;36905;36913;36907;http://www.purolator.com;Purolator;SANT;0;SANT
1171;479.85;2;7;36905;36905;36905;http://www.ups.com;UPS;SANT;6520;SANT
1172;101.7;38;9;36905;36914;36908;http://www.loomis.com;Loomis;SANT;2856;SANT
1173;67.8;36;1;36906;36914;36913;http://www.usps.com;Parcel_Post;SANT;9083;SANT
1174;108.95;76;4;36906;36918;36909;http://www.loomis.com;Loomis;SANT;5128;SANT
1175;33;57;7;36906;36907;36906;http://www.usps.com;Parcel_Post;SANT;2215;SANT
1176;101.7;54;9;36906;36910;36906;http://www.fedex.com;FedEx;SANT;0;SANT
1177;10886.79;24;3;36906;36909;36907;http://www.fedex.com;FedEx;SANT;5937;SANT
1178;989.55;18;6;36906;36917;36908;http://www.purolator.com;Purolator;SANT;8474;SANT
1179;329.85;54;6;36906;36908;36907;http://www.fedex.com;FedEx;SANT;0;SANT
1180;67.8;45;1;36906;36908;36907;http://www.fedex.com;FedEx;SANT;4115;SANT
1181;5912.96;5;7;36906;36912;36907;http://www.ups.com;UPS;SANT;0;SANT
1182;161.7;67;9;36906;36909;36906;http://www.ups.com;UPS;SANT;4641;SANT
1183;36;12;3;36906;36917;36911;http://www.loomis.com;Loomis;SANT;0;SANT
1184;1146.45;33;6;36906;36915;36912;http://www.usps.com;Parcel_Post;SANT;2975;SANT
1185;3371.25;45;7;36906;36915;36906;http://www.usps.com;Parcel_Post;SANT;0;SANT
1186;1110.7;10;4;36906;36912;36907;http://www.purolator.com;Purolator;SANT;1802;SANT
1187;959.7;33;4;36906;36912;36907;http://www.usps.com;Parcel_Post;SANT;0;SANT
1188;67.8;27;3;36906;36919;36906;http://www.ups.com;UPS;SANT;0;SANT
1189;110.3;52;7;36906;36912;36909;http://www.fedex.com;FedEx;SANT;2091;SANT
1190;2478.6;16;9;36906;36918;36911;http://www.loomis.com;Loomis;SANT;5587;SANT
1191;1409.55;77;9;36907;36918;36915;http://www.purolator.com;Purolator;SANT;8352;SANT
1192;2987.2;27;9;36907;36912;36910;http://www.ups.com;UPS;SANT;9617;SANT
1193;101.7;33;7;36907;36920;36913;http://www.ups.com;UPS;SANT;0;SANT
1194;16.5;72;4;36907;36917;36911;http://www.usps.com;Parcel_Post;SANT;2109;SANT
1195;266.28;73;4;36908;36912;36910;Saknas;Pickup;SANT;0;SANT
1196;1854.61;72;4;36908;36920;36909;http://www.ups.com;UPS;SANT;0;SANT
1197;5879.7;26;6;36909;36916;36911;http://www.usps.com;Parcel_Post;SANT;0;SANT
1198;329.85;5;3;36910;36910;36910;http://www.fedex.com;FedEx;SANT;0;SANT
1199;67.8;31;7;36910;36916;36913;http://www.fedex.com;FedEx;SANT;9615;SANT
1200;35.7;24;1;36910;36915;36914;http://www.fedex.com;FedEx;SANT;0;SANT
1201;29.94;50;4;36910;36923;36919;http://www.ups.com;UPS;SANT;0;SANT
1202;1147.5;28;4;36910;36923;36914;http://www.purolator.com;Purolator;SANT;4319;SANT
1203;14.5;26;9;36910;36922;36918;http://www.fedex.com;FedEx;SANT;0;SANT
1204;1583.05;14;4;36910;36920;36918;http://www.ups.com;UPS;SANT;0;SANT
1205;75.8;25;6;36910;36911;36910;http://www.purolator.com;Purolator;SANT;0;SANT
1206;491.55;13;1;36910;36914;36910;http://www.usps.com;Parcel_Post;SANT;0;SANT
1207;14.5;16;3;36910;36920;36919;http://www.purolator.com;Purolator;SANT;3143;SANT
1208;1619.55;75;6;36910;36920;36916;http://www.loomis.com;Loomis;SANT;0;SANT
1209;43.5;38;7;36910;36919;36918;Saknas;Pickup;SANT;2709;SANT
1210;109.7;40;4;36910;36918;36912;Saknas;Pickup;SANT;0;SANT
1211;43.5;40;4;36910;36921;36914;http://www.fedex.com;FedEx;SANT;0;SANT
1212;70.5;15;9;36910;36918;36914;http://www.fedex.com;FedEx;SANT;0;SANT
1213;1619.55;32;3;36910;36919;36910;http://www.usps.com;Parcel_Post;SANT;6907;SANT
1214;1084.6;19;6;36910;36912;36911;http://www.fedex.com;FedEx;SANT;0;SANT
1215;43.5;62;9;36911;36921;36919;http://www.ups.com;UPS;SANT;0;SANT
1216;749.12;50;1;36912;36920;36913;http://www.ups.com;UPS;SANT;0;SANT
1217;4602.9;11;7;36913;36925;36924;http://www.fedex.com;FedEx;SANT;0;SANT
1218;989.55;20;4;36913;36914;36913;Saknas;Pickup;SANT;2179;SANT
1219;70.5;55;3;36913;36917;36916;http://www.usps.com;Parcel_Post;SANT;8061;SANT
1220;5879.7;5;1;36913;36926;36917;http://www.ups.com;UPS;SANT;0;SANT
1221;5341.24;59;9;36913;36916;36914;http://www.usps.com;Parcel_Post;SANT;9933;SANT
1222;6116.82;47;9;36914;36917;36915;http://www.ups.com;UPS;SANT;7604;SANT
1223;5362.48;72;1;36914;36922;36920;http://www.ups.com;UPS;SANT;0;SANT
1224;70.5;8;9;36914;36915;36914;Saknas;Pickup;SANT;8589;SANT
1225;8819.55;69;4;36914;36927;36917;http://www.ups.com;UPS;SANT;8166;SANT
1226;10.71;40;7;36915;36928;36918;Saknas;Pickup;SANT;2818;SANT
1227;101.7;15;4;36915;36923;36922;http://www.purolator.com;Purolator;SANT;5396;SANT
1228;2181.86;11;1;36916;36922;36920;http://www.loomis.com;Loomis;SANT;0;SANT
1229;17.5;64;7;36916;36928;36917;Saknas;Pickup;SANT;8016;SANT
1230;1668.36;37;1;36916;36923;36917;Saknas;Pickup;SANT;0;SANT
1231;2524.05;17;3;36917;36929;36919;Saknas;Pickup;SANT;0;SANT
1232;8174.25;72;9;36918;36930;36928;http://www.ups.com;UPS;SANT;7718;SANT
1233;139.48;2;7;36918;36921;36920;http://www.purolator.com;Purolator;SANT;0;SANT
1234;1723.22;42;6;36918;36921;36920;http://www.fedex.com;FedEx;SANT;0;SANT
1235;1642.05;70;9;36918;36922;36919;http://www.fedex.com;FedEx;SANT;0;SANT
1236;989.55;48;3;36918;36919;36918;http://www.usps.com;Parcel_Post;SANT;4629;SANT
1237;998.35;25;7;36918;36929;36928;http://www.loomis.com;Loomis;SANT;0;SANT
1238;1024.01;19;7;36919;36922;36919;http://www.ups.com;UPS;SANT;0;SANT
1239;101.7;14;7;36919;36919;36919;http://www.purolator.com;Purolator;SANT;3267;SANT
1240;3635.34;52;7;36919;36919;36919;http://www.ups.com;UPS;SANT;0;SANT
1241;4849.86;63;7;36919;36921;36920;http://www.usps.com;Parcel_Post;SANT;0;SANT
1242;2993.75;6;6;36920;36933;36932;http://www.usps.com;Parcel_Post;SANT;3092;SANT
1243;128.2;37;6;36920;36922;36921;http://www.ups.com;UPS;SANT;0;SANT
1244;24;67;3;36921;36926;36923;http://www.fedex.com;FedEx;SANT;1941;SANT
1245;3419.25;21;6;36921;36930;36929;http://www.usps.com;Parcel_Post;SANT;8992;SANT
1246;3884.25;1;4;36921;36921;36921;Saknas;Pickup;SANT;8165;SANT
1247;36;67;4;36922;36926;36925;http://www.purolator.com;Purolator;SANT;0;SANT
1248;5938.4;53;4;36923;36936;36926;http://www.loomis.com;Loomis;SANT;9540;SANT
1249;18;25;6;36924;36933;36930;http://www.loomis.com;Loomis;SANT;8438;SANT
1250;2497.05;6;4;36924;36932;36928;http://www.loomis.com;Loomis;SANT;0;SANT
1251;45;23;3;36925;36935;36928;http://www.usps.com;Parcel_Post;SANT;0;SANT
1252;70.5;40;9;36925;36926;36925;http://www.loomis.com;Loomis;SANT;0;SANT
1253;2683.82;64;3;36925;36928;36926;http://www.loomis.com;Loomis;SANT;0;SANT
1254;2497.05;2;6;36925;36936;36926;Saknas;Pickup;SANT;8843;SANT
1255;33;42;1;36925;36931;36929;http://www.purolator.com;Purolator;SANT;2338;SANT
1256;70.5;2;3;36926;36934;36926;http://www.purolator.com;Purolator;SANT;4494;SANT
1257;18;21;4;36926;36926;36926;Saknas;Pickup;SANT;3839;SANT
1258;344.75;50;6;36926;36933;36930;http://www.ups.com;UPS;SANT;3551;SANT
1259;108;4;6;36926;36939;36926;http://www.purolator.com;Purolator;SANT;0;SANT
1260;33.9;14;7;36926;36938;36926;http://www.ups.com;UPS;SANT;0;SANT
1261;9;42;7;36926;36929;36927;http://www.loomis.com;Loomis;SANT;8848;SANT
1262;984.75;44;6;36926;36936;36935;Saknas;Pickup;SANT;9671;SANT
1263;4595.29;6;9;36926;36936;36929;http://www.loomis.com;Loomis;SANT;0;SANT
1264;5911.91;38;3;36926;36932;36930;http://www.loomis.com;Loomis;SANT;6141;SANT
1265;29;34;3;36926;36933;36931;http://www.usps.com;Parcel_Post;SANT;0;SANT
1266;1538.2;74;1;36927;36938;36931;http://www.purolator.com;Purolator;SANT;0;SANT
1267;845.55;36;1;36928;36941;36928;http://www.fedex.com;FedEx;SANT;0;SANT
1268;72;56;6;36928;36928;36928;http://www.usps.com;Parcel_Post;SANT;0;SANT
1269;2939.85;64;9;36929;36938;36936;http://www.purolator.com;Purolator;SANT;0;SANT
1270;2735.55;24;6;36929;36940;36934;http://www.fedex.com;FedEx;SANT;3868;SANT
1271;832.35;52;9;36929;36941;36940;http://www.fedex.com;FedEx;SANT;0;SANT
1272;48.51;22;3;36929;36938;36934;Saknas;Pickup;SANT;7028;SANT
1273;707.98;35;7;36929;36939;36934;http://www.loomis.com;Loomis;SANT;7715;SANT
1274;319;25;9;36930;36930;36930;http://www.ups.com;UPS;SANT;0;SANT
1275;593.74;33;7;36930;36935;36931;http://www.purolator.com;Purolator;SANT;5020;SANT
1276;3815.34;12;6;36930;36931;36930;Saknas;Pickup;SANT;6913;SANT
1277;8819.55;68;3;36930;36938;36930;http://www.fedex.com;FedEx;SANT;0;SANT
1278;1007.65;73;1;36930;36941;36936;Saknas;Pickup;SANT;5984;SANT
1279;3544.2;46;9;36930;36940;36931;Saknas;Pickup;SANT;5836;SANT
1280;8819.55;7;9;36931;36943;36941;http://www.ups.com;UPS;SANT;2031;SANT
1281;5879.7;19;4;36931;36932;36931;http://www.loomis.com;Loomis;SANT;0;SANT
1282;2319.36;71;1;36931;36934;36933;http://www.ups.com;UPS;SANT;3949;SANT
1283;53.9;54;3;36932;36937;36934;http://www.loomis.com;Loomis;SANT;0;SANT
1284;100.4;4;1;36933;36939;36935;http://www.loomis.com;Loomis;SANT;0;SANT
1285;1597.5;61;4;36933;36942;36934;http://www.loomis.com;Loomis;SANT;2706;SANT
1286;6743.27;19;1;36933;36941;36936;Saknas;Pickup;SANT;2936;SANT
1287;112.3;11;9;36934;36946;36945;Saknas;Pickup;SANT;0;SANT
1288;8819.55;2;7;36934;36943;36934;http://www.usps.com;Parcel_Post;SANT;7722;SANT
1289;3705.6;34;3;36935;36948;36944;http://www.ups.com;UPS;SANT;0;SANT
1290;78.35;54;1;36936;36941;36938;http://www.usps.com;Parcel_Post;SANT;9608;SANT
1291;344.35;70;1;36936;36947;36940;http://www.purolator.com;Purolator;SANT;4495;SANT
1292;2897.16;29;6;36936;36948;36942;Saknas;Pickup;SANT;4107;SANT
1293;3839.7;58;3;36937;36948;36938;Saknas;Pickup;SANT;0;SANT
1294;5879.7;3;9;36937;36946;36937;http://www.loomis.com;Loomis;SANT;0;SANT
1295;2294.55;51;3;36938;36948;36947;http://www.loomis.com;Loomis;SANT;1168;SANT
1296;6682.98;1;1;36938;36940;36938;Saknas;Pickup;SANT;0;SANT
1297;8819.55;5;9;36938;36939;36938;http://www.purolator.com;Purolator;SANT;0;SANT
1298;27;6;3;36938;36950;36939;http://www.usps.com;Parcel_Post;SANT;0;SANT
1299;8819.55;22;3;36939;36939;36939;Saknas;Pickup;SANT;0;SANT
1300;5929.2;70;4;36939;36950;36947;http://www.ups.com;UPS;SANT;9717;SANT
1301;8819.55;65;9;36939;36948;36947;http://www.fedex.com;FedEx;SANT;3690;SANT
1302;5879.7;35;3;36940;36950;36942;http://www.usps.com;Parcel_Post;SANT;3607;SANT
1303;1505.1;2;6;36574;36588;36587;http://www.ups.com;UPS;SANT;1577;SANT
1304;5344.24;33;6;36940;36942;36941;http://www.purolator.com;Purolator;SANT;9193;SANT
1305;1010.1;56;4;36574;36586;36580;http://www.loomis.com;Loomis;SANT;7712;SANT
1306;3194.74;56;9;36940;36950;36941;http://www.loomis.com;Loomis;SANT;2636;SANT
1307;1577.2;58;3;36940;36947;36941;Saknas;Pickup;SANT;0;SANT
1308;949.35;30;9;36941;36947;36943;http://www.loomis.com;Loomis;SANT;2709;SANT
